word,spanish,range,lastUpdated,id
offered,Ofrecido,1242
bank,banco,1243
team,equipo,1244
yesterday,ayer,1245
requirements,requisitos,1246
capacity,capacidad,1247
speed,velocidad,1248
prevent,prevenir,1249
regular,regular,1250
officers,oficiales,1251
houses,casas,1252
mark,marca,1253
opening,apertura,1254
spread,desparramar,1255
winter,invierno,1256
ship,barco,1257
slightly,levemente,1258
remembered,recordado,1259
interests,intereses,1260
sight,vista,1261
bar,bar,1262
produce,producir,1263
crisis,crisis,1264
youth,juventud,1265
presented,presentado,1266
interesting,interesante,1267
fresh,fresco,1268
train,tren,1269
instance,instancia,1270
drink,beber,1271
poems,poemas,1272
agreed,acordado,1273
campaign,campaña,1274
event,evento,1275
subjects,sujetos,1276
forced,forzado,1277
nine,nueve,1278
essential,básico,1279
immediate,inmediato,1280
lives,vidas,1281
file,archivo,1282
provides,brindar,1283
watch,mirar,1284
opposite,opuesto,1285
apartment,departamento,1286
created,creado,1287
germany,Alemania,1288
trip,viaje,1289
neck,cuello,1290
watched,observó,1291
index,índice,1292
cells,células,1293
session,sesión,1294
offer,oferta,1295
fully,completamente,1296
teacher,maestro,1297
recognized,conocido,1298
providence,providencia,1299
explained,explicado,1300
indicate,indicar,1301
twenty,veinte,1302
lady,dama,1303
russian,ruso,1304
features,características,1305
gray,gris,1306
term,término,1307
studied,estudió,1308
sam,Sam,1309
economy,economía,1310
reduced,reducido,1311
maximum,máximo,1312
separate,separado,1313
procedure,procedimiento,1314
atmosphere,atmósfera,1315
desire,deseo,1316
mentioned,mencionado,1317
reality,realidad,1318
expression,expresión,1319
differences,diferencias,1320
fair,justo,1321
enter,ingresar,1322
traditional,tradicional,1323
mission,misión,1324
favor,favor,1325
looks,aspecto,1326
secret,secreto,1327
fast,rápido,1328
picked,escogido,1329
coffee,café,1330
smaller,menor,1331
edge,borde,1332
tone,tono,1333
beside,al lado de,1334
literary,literario,1335
election,elección,1336
judge,juez,1337
title,título,1338
permit,permiso,1339
address,DIRECCIÓN,1340
rights,derecho,1341
vocational,profesional,1342
laid,establecido,1343
response,respuesta,1344
believed,creyó,1345
model,modelo,1346
solid,sólido,1347
follows,seguimiento,1348
editor,editor,1349
t,T,1350
anode,ánodo,1351
receive,recibir,1352
quiet,tranquilo,1353
telephone,teléfono,1354
hearing,audiencia,1355
buildings,edificios,1356
formed,formado,1357
nice,lindo,1358
watching,mirando,1359
memory,memoria,1360
presence,presencia,1361
difficulty,dificultad,1362
region,región,1363
knife,cuchillo,1364
p,pag,1365
bottle,botella,1366
personnel,personal,1367
fit,adaptar,1368
official,oficial,1369
vote,votar,1370
junior,júnior,1371
treated,tratado,1372
expressed,expresado,1373
planned,planificado,1374
round,redondo,1375
dog,perro,1376
virginia,Virginia,1377
killed,delicado,1378
camp,acampar,1379
stayed,permaneció,1380
murder,asesinato,1381
removed,remoto,1382
rock,roca,1383
france,Francia,1384
turning,torneado,1385
pointed,puntiagudo,1386
november,noviembre,1387
selected,seleccionado,1388
berlin,Berlina,1389
claims,reclamos,1390
increasing,creciente,1391
leader,líder,1392
positive,positivo,1393
frame,marco,1394
gain,ganar,1395
twice,dos veces,1396
failed,fallido,1397
nobody,nadie,1398
send,enviar,1399
ability,capacidad,1400
fourth,cuatro,1401
interior,interior,1402
jewish,judío,1403
store,almacenar,1404
faculty,facultad,1405
standards,estándares,1406
rich,rico,1407
contrast,contraste,1408
observed,observado,1409
nevertheless,sin embargo,1410
brief,breve,1411
louis,Louis,1412
individuals,individuos,1413
rule,regla,1414
powers,potestades,1415
advantage,ventaja,1416
discovered,Descubierto,1417
pulled,tirado,1418
writer,escritor,1419
chapter,capítulo,1420
writers,escritores,1421
brother,hermano,1422
valley,valle,1423
membership,afiliación,1424
die,morir,1425
items,elementos,1426
daughter,hija,1427
platform,plataforma,1428
allow,permitir,1429
ordinary,común,1430
jones,Jones,1431
faces,caras,1432
accept,aceptar,1433
plus,más,1434
master,maestro,1435
legal,legal,1436
hill,colina,1437
fighting,lucha,1438
resources,recursos,1439
increases,incremento,1440
assumed,ficticio,1441
sharp,afilado,1442
everybody,todos,1443
broke,en bancarrota,1444
command,dominio,1445
evil,demonio,1446
wants,quiere,1447
village,aldea,1448
phase,fase,1449
russia,Rusia,1450
detail,detalle,1451
morgan,morgan,1452
somehow,de alguna manera,1453
fields,campos,1454
familiar,familiar,1455
upper,superior,1456
wine,vino,1457
boat,bote,1458
april,abril,1459
unity,unidad,1460
richard,Richard,1461
responsible,responsable,1462
factor,factor,1463
chosen,preferido,1464
principles,principios,1465
constant,constante,1466
proved,probado,1467
carrying,que lleva,1468
mercer,mercer,1469
column,columna,1470
forth,adelante,1471
beauty,belleza,1472
compared,comparado,1473
approximately,aproximadamente,1474
du,du,1475
historical,histórico,1476
smiled,sonreír,1477
universe,universo,1478
calls,llamadas,1479
san,san,1480
educational,educativo,1481
independent,independiente,1482
danger,peligro,1483
dogs,perros,1484
waited,Esperó,1485
rain,lluvia,1486
song,canción,1487
naturally,naturalmente,1488
rome,Roma,1489
box,caja,1490
buy,comprar,1491
shelter,refugio,1492
drawn,estirado,1493
dust,polvo,1494
communism,comunismo,1495
exchange,intercambio,1496
sections,secciones,1497
walls,paredes,1498
foot,pie,1499
aircraft,aeronave,1500
independence,independencia,1501
revolution,revolución,1502
realize,darse cuenta,1503
texas,Texas,1504
seek,buscar,1505
willing,deseoso,1506
league,liga,1507
teachers,profesores,1508
connection,conexión,1509
politics,política,1510
liberal,liberal,1511
clean,limpio,1512
completed,terminado,1513
weather,clima,1514
fashion,moda,1515
ordered,ordenado,1516
levels,nivel,1517
sweet,dulce,1518
settled,establecido,1519
realized,comprendió,1520
ancient,antiguo,1521
china,porcelana,1522
lips,labios,1523
won,ganado,1524
policies,políticas,1525
actions,comportamiento,1526
monday,lunes,1527
directed,Dirigido,1528
leading,principal,1529
frank,franco,1530
statements,declaraciones,1531
projects,proyectos,1532
starting,a partir de,1533
initial,inicial,1534
application,solicitud,1535
traffic,tráfico,1536
stands,stands,1537
signs,letreros,1538
families,familias,1539
quick,rápido,1540
khrushchev,Jruschev,1541
largely,en gran parte,1542
flow,fluir,1543
drew,dibujó,1544
